emp_id,name,age,gender,city,department,education,experience_yrs,salary,salary_band,phone,performance_rating,is_active,is_active_was_missibg
EMP02592,Suresh Patel,31,Female,Delhi,IT,M.Sc,29.0,119485.21,High,6505270138,1,True,0
EMP02594,John Smith,42,Other,Hyderabad,Sales,B.Sc,10.0,75409.67,Unknown,6411029774,2,False,0
EMP02595,Aarav Miller,37,Male,Hyderabad,Marketing,B.Com,10.0,64569.82,Mid,9098273952,3,True,0
EMP02596,David Wilson,27,Other,Mumbai,Operations,Mba,26.0,23811.14,Low,8629263771,3,False,0
EMP02597,Emily Wilson,24,Unknown,Mumbai,Operations,Mba,18.0,68817.99,Mid,8959055600,3,False,0
EMP02598,Meera Smith,42,Male,Delhi,IT,B.Tech,21.0,96164.23,High,6393200600,4,True,0
EMP02599,Raj Miller,34,Male,Bangalore,Engineering,Ba,27.0,116586.0,High,Unknown,3,True,0
EMP02600,Mike Moore,39,Unknown,Jaipur,HR,Mba,3.0,38052.28,Low,8979652598,2,True,0
EMP02601,Sneha Brown,45,Female,Ahmedabad,Finance,B.Tech,18.0,95706.67,High,8516297774,3,True,0
EMP02602,Sara Gupta,48,Other,Delhi,IT,Mca,16.0,97328.7,High,6365657778,5,False,0
EMP02603,Nisha Johnson,25,Female,Bangalore,HR,Mba,22.0,107535.06,High,7447724417,5,False,0
EMP02604,Sara Williams,43,Other,Hyderabad,Marketing,B.Tech,27.0,8220.04,Low,6555640874,3,False,1
EMP02605,Karan Davis,45,Other,Mumbai,Sales,Bca,10.0,116420.74,High,8293128352,2,True,0
EMP02606,Chris Moore,31,Unknown,Surat,Marketing,B.Sc,13.0,86022.55,High,(9449117647),3,True,0
EMP02607,Priya Sharma,23,Unknown,Delhi,Marketing,Mca,12.0,75409.67,Unknown,9854345514,3,True,0
EMP02608,John Nair,27,Other,Delhi,Legal,B.Tech,23.0,100974.97,High,6406823768,3,True,0
EMP02609,Raj Garcia,39,Female,Bangalore,Finance,Mba,15.0,24878.88,Low,6719858560,3,True,0
EMP02610,Anna Garcia,38,Unknown,Ahmedabad,Marketing,Mba,27.0,100374.97,High,6670432653,3,False,0
EMP02611,Anna Nair,59,Male,Surat,Operations,Mba,29.0,134372.93,High,7561847890,2,False,1
EMP02612,Ravi Garcia,44,Unknown,Ahmedabad,HR,Mba,26.0,40783.75,Mid,XXXXXXXXXX,4,True,0
EMP02613,Rohit Gupta,51,Male,Surat,Finance,Mba,16.0,73390.16,Mid,6341944919,5,True,0
EMP02614,Rohit Verma,42,Male,Chennai,Marketing,B.Sc,25.0,75936.51,Mid,8606586651,2,True,0
EMP02615,Priya Miller,31,Other,Chennai,Sales,Phd,6.0,83911.32,High,8311291097,4,False,0
EMP02616,Meera Davis,34,Female,Ahmedabad,IT,Mba,34.0,85650.99,High,8867427285,3,False,0
EMP02617,John Williams,33,Female,Chennai,Operations,Mba,14.0,58212.7,Mid,6351327577,3,False,0
EMP02618,Amit Gupta,30,Male,Mumbai,HR,Phd,15.0,75998.76,Mid,6844412249,5,False,0
EMP02619,Ravi Jones,25,Unknown,Hyderabad,Marketing,Mba,20.0,118600.79,High,+91-8742241313,3,False,0
EMP02620,Suresh Wilson,45,Female,Bangalore,Finance,B.Sc,16.0,85153.82,High,8015257676,4,True,0
EMP02621,Suresh Kumar,55,Female,Pune,Finance,B.Tech,25.0,84206.23,High,7706180699,3,True,0
EMP02622,Anna Garcia,26,Unknown,Hyderabad,Sales,B.Tech,34.0,57136.31,Mid,8853217685,2,True,0
EMP02623,Suresh Smith,36,Female,Pune,Sales,B.Tech,19.0,108478.52,High,6797706135,4,True,0
EMP02624,Sneha Garcia,25,Female,Surat,Engineering,Mca,19.0,69576.95,Mid,9657440037,3,True,0
EMP02625,Emily Sharma,29,Unknown,Hyderabad,Finance,B.Tech,22.0,23746.58,Low,6303155579,2,True,0
EMP02626,Sneha Williams,45,Male,Jaipur,Finance,M.Sc,4.0,85505.03,High,7552750863,4,True,0
EMP02627,Pooja Patel,49,Unknown,Bangalore,HR,Mca,8.0,92673.33,High,8370290222,1,True,0
EMP02629,Aarav Kumar,22,Male,Surat,Finance,Mba,17.0,19196.18,Low,(7300239160),4,False,0
EMP02630,Lisa Moore,55,Male,Mumbai,Finance,M.Sc,28.0,47094.91,Mid,8578388629,1,True,0
EMP02631,Swati Das,38,Female,Mumbai,Sales,M.Sc,10.0,72121.93,Mid,Unknown,4,False,1
EMP02632,Chris Miller,58,Female,Kolkata,Operations,B.Tech,7.0,65239.39,Mid,6279697777,5,False,0
EMP02633,Deepa Iyer,59,Other,Ahmedabad,Engineering,Mba,26.0,86041.78,High,(7165130166),2,False,0
EMP02634,John Jones,47,Female,Hyderabad,IT,Mba,1.0,89791.91,High,8568286511,3,True,0
EMP02635,Rohit Johnson,45,Male,Hyderabad,Operations,B.Sc,22.0,64104.44,Mid,8589315604,4,True,0
EMP02636,James Patel,42,Female,Hyderabad,HR,Mba,20.0,40025.45,Mid,7291033266,3,False,0
EMP02637,James Gupta,51,Unknown,Mumbai,Finance,B.Com,9.0,111330.25,High,8822473199,4,True,0
EMP02638,Anna Jones,34,Male,Bangalore,IT,M.Tech,3.0,89014.47,High,913783565,3,False,0
EMP02639,Rohit Davis,58,Other,Hyderabad,Legal,Phd,20.0,91784.99,High,Unknown,2,False,0
EMP02640,David Moore,24,Other,Mumbai,Operations,B.Sc,11.0,84603.63,High,6350280727,2,False,0
EMP02641,Swati Garcia,53,Unknown,Kolkata,Sales,Mba,13.0,102435.0,High,Unknown,4,False,0
EMP02642,Mike Johnson,56,Male,Kolkata,HR,Mba,19.0,65472.6,Mid,7438575433,3,True,0
EMP02643,Mike Jones,40,Other,Delhi,Engineering,B.Com,7.0,95708.17,High,XXXXXXXXXX,4,False,1
EMP02644,Sneha Singh,35,Male,Bangalore,IT,Mba,26.0,91712.53,High,9707330571,4,False,0
EMP02645,David Gupta,43,Other,Chennai,IT,M.Sc,20.0,90885.46,High,6319745378,1,False,0
EMP02646,Aarav Smith,38,Male,Surat,IT,M.Sc,34.0,45134.34,Mid,7477359467,3,False,0
EMP02647,Kavya Das,25,Male,Pune,HR,Mba,14.0,78478.09,Mid,6551214136,3,True,0
EMP02648,Deepa Miller,40,Female,Delhi,Legal,Bca,11.0,84676.37,High,7239845686,4,True,0
EMP02649,Kavya Singh,58,Male,Kolkata,Finance,B.Sc,33.0,119474.67,High,6783265955,4,False,0
EMP02650,Priya Nair,23,Unknown,Chennai,Marketing,B.Tech,7.0,77496.24,Mid,9399841794,2,False,0
EMP02651,Nisha Reddy,36,Male,Bangalore,Legal,Phd,29.0,102049.19,High,7809739822,3,False,0
EMP02652,James Brown,23,Female,Ahmedabad,Legal,Phd,2.0,37838.29,Low,8320978279,3,False,1
EMP02653,Sneha Verma,32,Other,Mumbai,HR,Bca,29.0,57087.03,Mid,6505511311,2,True,0
EMP02654,Swati Iyer,44,Unknown,Delhi,HR,B.Sc,28.0,85977.46,High,6293520811,3,False,0
EMP02655,Arjun Singh,31,Unknown,Pune,HR,Bca,0.0,85759.73,High,Unknown,3,False,0
EMP02656,Sophia Williams,24,Female,Pune,Marketing,Mba,15.0,57081.96,Mid,Unknown,3,True,0
EMP02657,Arjun Jones,26,Male,Surat,Engineering,B.Sc,30.0,98893.81,High,9518958982,3,True,0
EMP02658,James Iyer,24,Male,Bangalore,Finance,B.Sc,9.0,70812.0,Mid,9086432643,3,False,0
EMP02659,Mike Smith,59,Unknown,Pune,IT,Mca,29.0,70230.0,Mid,7979766229,3,True,0
EMP02660,Sneha Brown,34,Unknown,Hyderabad,Sales,Mca,25.0,73039.47,Mid,6964748781,3,False,0
EMP02661,Priya Wilson,40,Female,Chennai,Sales,Mba,11.0,108465.64,High,9815524421,3,False,0
EMP02662,Sneha Jones,56,Other,Hyderabad,HR,B.Tech,4.0,102223.83,High,7453096025,3,False,1
EMP02663,Suresh Wilson,45,Male,Delhi,Operations,B.Tech,8.0,122078.45,High,6711632649,2,True,0
EMP02664,Raj Reddy,45,Unknown,Delhi,Engineering,Phd,10.0,88761.92,High,7405423829,1,True,0
EMP02665,Nisha Sharma,38,Unknown,Ahmedabad,Marketing,Ba,22.0,123272.72,High,6603111006,2,False,0
EMP02666,Raj Patel,31,Female,Kolkata,Engineering,Phd,16.0,80953.0,High,9714409636,1,False,0
EMP02667,Deepa Brown,23,Male,Ahmedabad,Engineering,M.Tech,12.0,71839.27,Mid,6082479021,3,False,0
EMP02668,James Wilson,44,Other,Hyderabad,Finance,B.Sc,16.0,64046.63,Mid,9475308285,3,True,0
EMP02669,Nisha Miller,27,Female,Surat,Engineering,B.Com,22.0,70594.86,Mid,7239204758,3,True,0
EMP02670,David Nair,23,Male,Mumbai,Marketing,B.Tech,8.0,71820.62,Mid,6642844799,3,True,0
EMP02671,Mike Wilson,42,Male,Delhi,Finance,B.Tech,17.0,57858.3,Mid,6141195165,3,False,0
EMP02672,Divya Reddy,56,Unknown,Chennai,Finance,Mba,17.0,60234.01,Mid,9910922136,4,False,0
EMP02673,Sneha Williams,50,Female,Kolkata,Legal,M.Sc,29.0,90188.67,High,6051776789,3,True,0
EMP02674,Sara Moore,28,Male,Hyderabad,Operations,Mba,25.0,62797.29,Mid,9986255478,2,False,0
EMP02675,Swati Smith,50,Female,Mumbai,Engineering,B.Sc,17.0,32490.0,Low,6533763245,1,True,0
EMP02676,Raj Williams,58,Female,Delhi,HR,B.Tech,20.0,31218.83,Low,7646166502,3,True,0
EMP02677,Pooja Moore,44,Female,Delhi,IT,Bca,32.0,22565.66,Low,9325333694,3,True,0
EMP02678,Sophia Gupta,54,Unknown,Hyderabad,Engineering,B.Sc,13.0,39562.64,Low,6990292663,1,True,0
EMP02680,Rohit Das,33,Female,Delhi,Sales,B.Tech,27.0,50649.44,Mid,7412787324,5,True,0
EMP02681,Suresh Reddy,31,Female,Ahmedabad,HR,Mba,13.0,82150.81,High,+91-9561570886,2,False,0
EMP02682,Karan Brown,36,Unknown,Delhi,Engineering,B.Tech,18.0,43200.07,Mid,7030294436,5,True,0
EMP02683,Swati Miller,45,Female,Chennai,Legal,Mba,25.0,75409.67,Unknown,7214653538,5,True,0
EMP02684,Ananya Davis,47,Male,Ahmedabad,Legal,B.Tech,9.0,29204.51,Low,8104800507,4,True,0
EMP02685,Anna Smith,24,Male,Kolkata,Finance,Ba,16.0,58489.93,Mid,9741999359,5,False,0
EMP02686,Mike Davis,23,Unknown,Pune,Legal,B.Sc,33.0,93097.22,High,7344649745,2,True,0
EMP02687,John Iyer,27,Male,Bangalore,Marketing,Bca,13.0,74415.7,Mid,8841422981,2,False,0
EMP02688,Arjun Iyer,42,Other,Delhi,Sales,Ba,17.0,77049.71,Mid,8711192690,2,False,0
EMP02689,Swati Das,30,Unknown,Mumbai,Marketing,B.Tech,33.0,74951.15,Mid,+91-7510645737,2,False,0
EMP02690,Sara Johnson,31,Male,Hyderabad,Operations,B.Tech,18.0,42879.51,Mid,7984323366,3,False,0
EMP02691,Sophia Reddy,57,Unknown,Bangalore,HR,B.Tech,23.0,64781.1,Mid,6207836427,4,False,1
EMP02692,Mike Nair,24,Female,Pune,Finance,B.Sc,30.0,80524.38,High,9870929603,3,True,0
EMP02693,Raj Davis,45,Male,Mumbai,Finance,Bca,5.0,99238.92,High,7754346182,3,True,0
EMP02694,Mike Smith,43,Unknown,Mumbai,Operations,Mca,19.0,84090.12,High,7629719385,4,False,1
EMP02695,Mike Singh,35,Unknown,Chennai,IT,M.Sc,33.0,97015.24,High,7612566016,2,False,0
EMP02696,David Johnson,48,Male,Bangalore,Finance,M.Tech,16.0,47844.09,Mid,7977176751,3,True,0
EMP02697,Deepa Garcia,54,Other,Hyderabad,IT,B.Tech,6.0,37416.5,Low,7154789766,3,True,0
EMP02698,Anil Wilson,43,Female,Mumbai,Marketing,B.Sc,32.0,31189.48,Low,6582067745,4,False,0
EMP02699,Sara Brown,50,Female,Ahmedabad,HR,Ba,5.0,95426.66,High,7274103037,3,False,0
EMP02700,Sara Davis,40,Male,Hyderabad,HR,M.Sc,15.0,39007.55,Low,9076491817,4,True,0
EMP02701,Ananya Brown,40,Female,Hyderabad,Operations,Mba,7.0,101542.63,High,8325234122,2,False,0
EMP02702,Lisa Sharma,27,Unknown,Chennai,Finance,B.Tech,22.0,63850.37,Mid,9570189542,5,True,0
EMP02703,Raj Singh,40,Male,Bangalore,Sales,M.Tech,17.0,116718.99,High,8575187023,3,True,0
EMP02704,Aarav Williams,34,Other,Chennai,Finance,Bca,13.0,63785.0,Mid,9797851614,4,False,0
EMP02705,Karan Patel,47,Other,Chennai,Sales,Ba,14.0,65155.08,Mid,Unknown,5,False,0
EMP02706,Sara Patel,43,Male,Pune,HR,Mba,4.0,76674.25,Mid,6043316538,3,False,1
EMP02707,Arjun Verma,42,Male,Hyderabad,HR,M.Tech,14.0,64634.55,Mid,7296949903,3,False,1
EMP02708,David Nair,57,Female,Pune,Marketing,Mba,10.0,85451.68,High,7759786489,2,True,0
EMP02709,Ananya Verma,23,Other,Pune,HR,B.Tech,1.0,48882.0,Mid,6339604136,3,True,0
EMP02710,Karan Patel,51,Female,Jaipur,Operations,B.Tech,22.0,79658.36,Mid,7452683599,5,True,0
EMP02711,Mike Das,48,Male,Bangalore,IT,Mba,23.0,56228.87,Mid,9501987877,2,False,0
EMP02712,Arjun Davis,28,Unknown,Delhi,Marketing,Bca,17.0,69861.43,Mid,8701907663,5,False,0
EMP02713,Priya Johnson,41,Male,Hyderabad,Legal,Mba,3.0,40620.84,Mid,6979377001,4,True,0
EMP02714,James Jones,52,Male,Pune,Legal,B.Tech,14.0,96807.4,High,6215602591,3,False,0
EMP02715,Sneha Moore,44,Unknown,Pune,Legal,Mba,11.0,66104.1,Mid,805704423,3,False,0
EMP02716,Anna Davis,34,Male,Surat,Marketing,M.Tech,2.0,97901.88,High,6087155819,2,True,0
EMP02717,Anna Gupta,38,Unknown,Pune,HR,Bca,31.0,56576.02,Mid,6330175925,3,True,0
EMP02718,Emily Davis,25,Other,Hyderabad,Legal,Phd,20.0,74773.0,Mid,6583988806,3,True,0
EMP02719,Amit Gupta,35,Male,Bangalore,Legal,Ba,5.0,98148.48,High,6548383613,3,True,0
EMP02720,Raj Das,41,Male,Pune,Marketing,M.Tech,1.0,45612.83,Mid,6692626957,5,False,0
EMP02721,Mike Patel,34,Female,Hyderabad,Operations,Mba,8.0,52941.83,Mid,9837343073,3,True,0
EMP02722,Sophia Williams,24,Male,Kolkata,Legal,Mba,11.0,95264.25,High,9438061587,3,False,0
EMP02723,Amit Brown,47,Female,Delhi,HR,B.Tech,23.0,108685.84,High,6960485896,2,False,0
EMP02724,Lisa Smith,47,Male,Delhi,Operations,Bca,13.0,75405.26,Mid,8894369033,4,True,0
EMP02725,Deepa Patel,39,Unknown,Mumbai,Engineering,Mba,11.0,50760.76,Mid,6034097697,4,True,0
EMP02726,Aarav Verma,53,Unknown,Kolkata,HR,Bca,26.0,67051.73,Mid,8014461985,3,True,0
EMP02727,Arjun Moore,35,Female,Jaipur,Sales,Ba,9.0,124242.12,High,8024403549,5,False,0
EMP02728,Anna Jones,24,Unknown,Chennai,HR,B.Com,1.0,41661.12,Mid,8972425815,5,True,0
EMP02729,James Gupta,22,Male,Bangalore,Marketing,B.Tech,30.0,88200.0,High,7644649403,4,False,0
EMP02730,Sophia Johnson,47,Female,Bangalore,Engineering,Mba,27.0,78138.03,Mid,Unknown,5,False,1
EMP02731,David Wilson,45,Other,Pune,Engineering,Bca,15.0,46090.4,Mid,6784388420,4,False,0
EMP02732,Deepa Moore,56,Male,Delhi,IT,B.Sc,0.0,67155.48,Mid,9613345948,4,False,0
EMP02733,Arjun Iyer,35,Unknown,Hyderabad,Operations,B.Sc,21.0,29885.9,Low,9555519054,3,False,0
EMP02734,Ananya Jones,24,Unknown,Chennai,HR,B.Tech,0.0,82205.51,High,7922588431,2,True,0
EMP02735,Divya Kumar,34,Unknown,Ahmedabad,Sales,B.Tech,30.0,85825.48,High,7686032651,5,True,0
EMP02736,Divya Nair,35,Male,Mumbai,Sales,Mba,21.0,40845.82,Mid,7159571717,2,True,0
EMP02737,Emily Miller,42,Other,Bangalore,IT,Ba,33.0,88915.75,High,9838387157,3,False,0
EMP02738,Sneha Williams,47,Female,Delhi,IT,B.Tech,11.0,58372.0,Mid,753772115,2,False,0
EMP02739,Priya Brown,38,Other,Kolkata,Marketing,B.Sc,22.0,56107.42,Mid,+91-6797411837,3,True,0
EMP02740,Vikram Davis,25,Male,Kolkata,Engineering,B.Tech,27.0,50616.3,Mid,8768149184,3,False,0
EMP02741,Vikram Reddy,57,Female,Jaipur,Marketing,Mba,11.0,91540.65,High,6625700702,4,True,0
EMP02742,Divya Wilson,22,Female,Chennai,IT,B.Tech,26.0,33153.99,Low,7350050463,5,False,0
EMP02743,Anna Verma,54,Female,Jaipur,Engineering,Mba,22.0,35266.27,Low,6329636362,2,True,0
EMP02744,Aarav Smith,28,Other,Bangalore,Finance,M.Sc,0.0,60196.0,Mid,6685817879,4,False,0
EMP02745,Suresh Reddy,32,Unknown,Delhi,Finance,Mba,1.0,61060.44,Mid,9779585715,2,False,0
EMP02746,Priya Reddy,48,Male,Surat,IT,B.Tech,30.0,90665.34,High,6635820060,1,False,0
EMP02747,Sophia Smith,35,Female,Pune,Finance,Ba,1.0,72721.52,Mid,6430984282,4,False,0
EMP02748,Swati Patel,43,Unknown,Delhi,Engineering,B.Com,24.0,72764.34,Mid,8601646966,5,False,0
EMP02749,David Moore,37,Unknown,Chennai,Finance,B.Com,18.0,75409.67,Unknown,(8351662788),2,True,0
EMP02750,James Das,33,Male,Hyderabad,Sales,B.Sc,27.0,69240.85,Mid,6104277321,3,True,0
EMP02752,Deepa Johnson,45,Male,Mumbai,IT,M.Sc,18.0,80936.44,High,7161753228,5,False,0
EMP02753,Ravi Smith,39,Female,Surat,Finance,Phd,16.0,91932.29,High,+91-8976047874,3,True,0
EMP02755,Divya Miller,30,Other,Chennai,Engineering,Bca,14.0,84383.45,High,9150912966,5,False,0
EMP02756,Ravi Miller,38,Other,Jaipur,Legal,Ba,21.0,64023.86,Mid,8824669773,4,False,0
EMP02757,Divya Brown,59,Male,Kolkata,Engineering,Mba,33.0,105802.88,High,6099262224,5,False,1
EMP02758,Deepa Davis,34,Male,Delhi,Operations,M.Sc,4.0,80700.0,High,6524459937,5,False,1
EMP02759,Amit Kumar,58,Male,Mumbai,Engineering,B.Tech,22.0,49034.01,Mid,8563163587,3,False,0
EMP02760,Kavya Gupta,27,Unknown,Chennai,Operations,M.Sc,4.0,104274.31,High,6413910632,4,False,1
EMP02761,Chris Iyer,42,Unknown,Hyderabad,Marketing,B.Tech,9.0,95675.43,High,8041659585,3,True,0
EMP02762,Sara Smith,57,Unknown,Bangalore,HR,Bca,3.0,64696.41,Mid,8973028149,5,False,0
EMP02763,Rohit Johnson,28,Male,Mumbai,Marketing,B.Tech,11.0,87387.81,High,7606035333,3,False,1
EMP02764,Ananya Iyer,57,Female,Ahmedabad,Marketing,Phd,9.0,86988.19,High,(6123889394),4,True,0
EMP02765,David Moore,46,Other,Mumbai,Engineering,B.Com,29.0,64359.87,Mid,6358390195,3,False,0
EMP02766,Raj Garcia,32,Female,Pune,Marketing,Bca,23.0,76641.0,Mid,8320566585,3,False,0
EMP02767,Deepa Sharma,35,Unknown,Hyderabad,Finance,Mca,4.0,81113.06,High,6801308895,2,False,1
EMP02768,Sneha Johnson,50,Unknown,Pune,Marketing,B.Sc,12.0,58109.15,Mid,8819689978,4,False,0
EMP02769,Suresh Gupta,31,Unknown,Chennai,HR,Mba,8.0,108663.61,High,9000038138,3,True,0
EMP02770,Chris Moore,26,Male,Ahmedabad,Marketing,Mba,17.0,25569.66,Low,7054269414,2,False,0
EMP02771,Sophia Moore,29,Male,Jaipur,Legal,B.Sc,34.0,91924.0,High,8369335923,3,False,0
EMP02772,Meera Patel,26,Female,Pune,Operations,M.Sc,30.0,44540.89,Mid,(7534356002),3,False,0
EMP02773,Sara Smith,45,Unknown,Delhi,IT,B.Sc,23.0,68912.0,Mid,Unknown,3,False,1
EMP02774,Amit Singh,47,Male,Delhi,Finance,B.Sc,3.0,35044.86,Low,8330509457,3,False,0
EMP02775,Amit Verma,27,Unknown,Mumbai,HR,B.Tech,25.0,42024.39,Mid,6297183323,2,False,0
EMP02776,Deepa Das,37,Unknown,Chennai,Finance,Mba,9.0,72822.97,Mid,8637585598,3,False,0
EMP02777,Aarav Miller,57,Unknown,Mumbai,IT,Phd,8.0,76818.49,Mid,Unknown,4,False,0
EMP02778,James Johnson,33,Other,Surat,Sales,B.Tech,0.0,101495.0,High,9288576856,4,False,0
EMP02779,Raj Miller,32,Male,Ahmedabad,Marketing,Mba,15.0,65023.0,Mid,Unknown,5,True,0
EMP02780,Suresh Garcia,24,Male,Surat,Engineering,M.Sc,12.0,90410.14,High,7579334645,2,False,0
EMP02781,Priya Das,58,Female,Bangalore,Finance,Mca,13.0,74743.47,Mid,8552414632,4,False,0
EMP02782,Chris Iyer,27,Unknown,Bangalore,Operations,Ba,22.0,89448.21,High,9500284457,3,False,0
EMP02783,Rohit Miller,40,Unknown,Kolkata,HR,M.Sc,17.0,47701.47,Mid,9545530506,3,True,0
EMP02784,Ravi Singh,39,Unknown,Jaipur,Engineering,M.Sc,27.0,77220.2,Mid,8237292782,3,True,0
EMP02785,Divya Davis,37,Female,Kolkata,Marketing,B.Com,19.0,84330.48,High,(8867507508),3,True,0
EMP02786,Deepa Sharma,44,Female,Hyderabad,Sales,B.Tech,0.0,62584.25,Mid,7192521103,3,False,0
EMP02787,John Kumar,58,Unknown,Chennai,Marketing,B.Sc,11.0,84523.0,High,XXXXXXXXXX,4,False,0
EMP02788,Arjun Iyer,30,Unknown,Delhi,Legal,Phd,26.0,86898.79,High,8057211321,1,False,0
EMP02789,Anna Brown,24,Unknown,Surat,Marketing,Ba,12.0,62054.25,Mid,8534391359,4,True,0
EMP02790,James Singh,29,Unknown,Chennai,Legal,B.Tech,3.0,94385.68,High,8162003392,4,False,0
EMP02791,Arjun Davis,59,Male,Bangalore,Engineering,B.Tech,24.0,17426.7,Low,6974095187,3,False,0
EMP02792,James Brown,25,Male,Bangalore,IT,Mba,5.0,27115.8,Low,9778990345,3,False,1
EMP02793,John Kumar,33,Unknown,Mumbai,IT,B.Tech,21.0,49144.52,Mid,6165784575,3,True,0
EMP02794,Emily Reddy,52,Female,Chennai,Sales,Mba,2.0,82033.75,High,6976233391,2,False,1
EMP02795,Aarav Jones,46,Unknown,Chennai,Finance,B.Sc,14.0,56125.73,Mid,7986922750,2,True,0
EMP02796,Mike Smith,37,Male,Kolkata,Finance,Mba,10.0,41556.26,Mid,7387024164,2,True,0
EMP02797,Priya Kumar,35,Unknown,Chennai,Operations,B.Com,33.0,72785.51,Mid,7234091719,1,False,0
EMP02798,Ravi Patel,34,Unknown,Jaipur,Finance,Mba,26.0,77509.27,Mid,6858332667,3,False,0
EMP02799,Divya Verma,28,Unknown,Surat,HR,B.Tech,22.0,59086.0,Mid,7567317637,3,False,1
EMP02800,Deepa Kumar,33,Female,Hyderabad,Sales,B.Tech,16.0,45388.16,Mid,8969437065,5,False,0
EMP02801,Anil Gupta,58,Unknown,Jaipur,HR,Ba,22.0,75177.46,Mid,8175727665,5,False,0
EMP02802,Sophia Verma,25,Other,Jaipur,Engineering,B.Tech,33.0,94873.47,High,6085681281,2,True,0
EMP02803,Pooja Williams,23,Female,Jaipur,Operations,B.Sc,20.0,44643.79,Mid,9791168575,3,True,0
EMP02804,Suresh Williams,56,Unknown,Pune,Finance,B.Tech,32.0,114523.99,High,8786372153,3,False,1
EMP02805,Pooja Smith,24,Female,Chennai,HR,B.Tech,4.0,60834.36,Mid,9663241897,2,True,0
EMP02806,Aarav Williams,25,Male,Chennai,HR,B.Sc,16.0,59082.64,Mid,9047477573,3,True,0
EMP02807,Sara Singh,59,Unknown,Chennai,HR,B.Tech,0.0,78357.07,Mid,9487470185,3,True,0
EMP02808,Deepa Sharma,33,Male,Mumbai,Engineering,M.Tech,6.0,77582.3,Mid,7953665613,3,False,0
EMP02809,John Moore,40,Unknown,Chennai,HR,Bca,2.0,19151.34,Low,9278197192,4,False,0
EMP02810,Ravi Wilson,31,Male,Pune,IT,Bca,25.0,72295.8,Mid,8006177117,4,True,0
EMP02811,Priya Kumar,22,Female,Pune,Operations,Mba,15.0,89449.97,High,6056938661,5,False,0
EMP02812,Kavya Miller,38,Female,Delhi,Marketing,Mba,15.0,75409.67,Unknown,6319176609,3,False,0
EMP02813,Sneha Das,37,Female,Delhi,IT,B.Com,13.0,72105.93,Mid,9903205582,5,True,0
EMP02814,Lisa Das,30,Unknown,Jaipur,Sales,Phd,25.0,66097.74,Mid,7572184385,3,False,0
EMP02815,Swati Kumar,30,Male,Bangalore,Operations,Mba,26.0,93117.03,High,+91-8334640757,4,True,0
EMP02816,Ananya Jones,30,Unknown,Surat,IT,B.Tech,16.0,119794.26,High,9156353461,5,False,1
EMP02817,Amit Williams,33,Male,Mumbai,Finance,Mca,3.0,77338.52,Mid,7652914066,5,True,0
EMP02818,James Sharma,36,Unknown,Mumbai,HR,Bca,16.0,70440.0,Mid,8583049431,4,False,0
EMP02819,Nisha Nair,23,Other,Mumbai,Finance,Mba,16.0,106421.59,High,9854862023,3,False,0
EMP02820,Deepa Gupta,32,Female,Pune,HR,B.Sc,29.0,46755.26,Mid,6283056213,3,False,0
EMP02821,Karan Williams,32,Unknown,Bangalore,Legal,B.Tech,20.0,76566.22,Mid,7630324376,4,True,0
EMP02822,Lisa Davis,29,Unknown,Bangalore,Sales,B.Tech,16.0,135191.3,High,7184557333,4,True,0
EMP02823,Ananya Reddy,53,Male,Delhi,Marketing,Mba,10.0,86334.47,High,9529709215,4,False,0
EMP02824,Ananya Johnson,27,Male,Chennai,IT,B.Tech,29.0,94169.57,High,8024760627,3,True,0
EMP02825,Aarav Davis,41,Unknown,Delhi,Finance,M.Tech,17.0,66782.53,Mid,8477874529,3,False,0
EMP02826,Anna Davis,56,Female,Kolkata,Legal,B.Tech,19.0,89657.56,High,6780781619,2,False,0
EMP02827,Karan Singh,29,Female,Hyderabad,HR,Mba,33.0,105396.53,High,8548743458,5,False,1
EMP02828,Priya Sharma,55,Female,Chennai,Legal,B.Sc,27.0,37145.59,Low,6630964463,2,True,0
EMP02829,Anil Moore,40,Female,Chennai,Engineering,Phd,8.0,72592.86,Mid,8683776859,4,True,0
EMP02830,Amit Davis,28,Unknown,Surat,HR,Mca,30.0,83743.68,High,+91-8899322889,5,True,0
EMP02831,Deepa Kumar,52,Male,Mumbai,Marketing,B.Tech,15.0,73591.01,Mid,XXXXXXXXXX,3,False,0
EMP02832,Ananya Iyer,39,Male,Bangalore,Sales,B.Sc,30.0,62821.65,Mid,7706362152,4,True,0
EMP02833,Emily Johnson,35,Unknown,Chennai,Engineering,M.Sc,28.0,109879.59,High,992656395,4,True,0
EMP02834,Arjun Brown,57,Other,Chennai,Marketing,Mba,12.0,80090.73,High,7140357202,2,True,0
EMP02835,Chris Miller,38,Female,Mumbai,Sales,Mba,22.0,57471.87,Mid,699934092,3,False,0
EMP02836,Karan Nair,58,Male,Bangalore,Engineering,Mca,13.0,99605.76,High,7976615064,4,False,0
EMP02837,Divya Gupta,30,Other,Mumbai,Marketing,B.Com,1.0,109743.76,High,6361712157,3,True,0
EMP02838,Swati Verma,41,Male,Bangalore,IT,M.Tech,11.0,103518.64,High,7538236839,3,True,0
EMP02839,Arjun Singh,49,Other,Surat,Finance,B.Sc,27.0,64609.53,Mid,6588434585,4,True,0
EMP02840,Divya Wilson,41,Male,Kolkata,Finance,Ba,31.0,65689.7,Mid,9564137103,2,False,0
